Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_flag,perf_rating_s,job_involve_s,job_sat_s,env_sat_s,rel_sat_s,Performance_Score,years_in_role_s,train_last_year_s,Efficiency_Score,worklife_s,Mentor_Feedback_Score,monthly_income_s,Engagement_Score,Composite_Score,Composite_Rank
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8,1,0.0,66.66666666666667,33.333333333333336,100.0,100.0,38.33,83.33333333333333,33.333333333333336,63.33,66.66666666666667,93.33,96.0347551342812,81.75,58.1,135
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,0,0.0,100.0,66.66666666666667,100.0,66.66666666666667,46.67,11.11111111111111,0.0,6.67,66.66666666666667,81.67,7.883096366508688,53.15,44.89,455
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,1,0.0,33.333333333333336,100.0,100.0,100.0,41.67,16.666666666666668,66.66666666666667,36.67,66.66666666666667,93.33,26.608741442864666,37.31,47.76,345
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,0,0.0,66.66666666666667,66.66666666666667,66.66666666666667,100.0,40.0,11.11111111111111,50.0,26.67,33.333333333333336,71.67,17.76197998946814,40.44,42.15,605
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,0,0.0,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336,28.33,11.11111111111111,33.333333333333336,20.0,66.66666666666667,55.0,5.971563981042654,35.72,31.77,1159
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,0,0.0,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,30.0,72.22222222222223,50.0,63.33,66.66666666666667,66.67,27.135334386519222,27.52,41.79,624
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,0,0.0,33.333333333333336,66.66666666666667,0.0,100.0,26.67,0.0,100.0,40.0,66.66666666666667,48.33,21.511321748288573,25.27,32.37,1128
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,1,100.0,33.333333333333336,100.0,66.66666666666667,33.333333333333336,76.67,0.0,66.66666666666667,26.67,33.333333333333336,48.33,30.900473933649288,39.03,56.77,153
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,0,0.0,33.333333333333336,66.66666666666667,33.333333333333336,100.0,30.0,0.0,50.0,20.0,66.66666666666667,63.33,6.661400737230121,19.33,31.4,1179
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,0,0.0,66.66666666666667,33.333333333333336,33.333333333333336,100.0,31.67,44.44444444444444,50.0,46.67,33.333333333333336,56.67,18.03580832016851,40.55,39.75,739
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,0,0.0,33.333333333333336,0.0,0.0,66.66666666666667,13.33,16.666666666666668,50.0,30.0,33.333333333333336,30.0,27.79884149552396,27.79,21.33,1434
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,0,0.0,33.333333333333336,100.0,66.66666666666667,66.66666666666667,35.0,11.11111111111111,50.0,26.67,66.66666666666667,66.67,8.13059505002633,19.92,35.82,961
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,0,0.0,66.66666666666667,100.0,66.66666666666667,0.0,35.0,44.44444444444444,50.0,46.67,100.0,50.0,34.99210110584518,47.33,41.43,643
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,0,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,38.888888888888886,50.0,43.33,33.333333333333336,60.0,21.85887309110058,42.08,44.81,458
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,0,100.0,66.66666666666667,0.0,33.333333333333336,66.66666666666667,68.33,5.555555555555555,50.0,23.33,66.66666666666667,51.67,85.04476040021063,67.35,56.69,156
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,1,0.0,33.333333333333336,100.0,66.66666666666667,33.333333333333336,31.67,44.44444444444444,50.0,46.67,66.66666666666667,55.0,62.132701421800945,51.52,41.14,658
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,0,100.0,66.66666666666667,66.66666666666667,66.66666666666667,33.333333333333336,78.33,27.77777777777778,50.0,36.67,100.0,61.67,48.50974196945761,52.74,63.66,67
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,1,100.0,66.66666666666667,33.333333333333336,33.333333333333336,0.0,66.67,38.888888888888886,33.333333333333336,36.67,66.66666666666667,28.33,19.852553975776726,51.27,52.61,213
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,0,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,11.11111111111111,16.666666666666668,13.33,0.0,53.33,14.36545550289626,39.08,37.36,889
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,1,0.0,33.333333333333336,66.66666666666667,66.66666666666667,0.0,23.33,38.888888888888886,33.333333333333336,36.67,66.66666666666667,43.33,7.145866245392312,29.53,29.93,1243
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,0,0.0,66.66666666666667,100.0,100.0,66.66666666666667,45.0,0.0,100.0,40.0,33.333333333333336,75.0,3.6703528172722484,34.8,46.97,378
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,0,0.0,66.66666666666667,66.66666666666667,0.0,66.66666666666667,30.0,33.333333333333336,33.333333333333336,33.33,33.333333333333336,30.0,80.55818852027383,65.56,36.0,956
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,0,0.0,66.66666666666667,33.333333333333336,100.0,100.0,38.33,11.11111111111111,33.333333333333336,20.0,33.333333333333336,86.67,25.92943654555029,43.71,42.72,567
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,0,0.0,100.0,0.0,0.0,66.66666666666667,26.67,16.666666666666668,50.0,30.0,33.333333333333336,30.0,12.717219589257503,55.09,32.1,1140
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8,0,100.0,100.0,0.0,0.0,0.0,65.0,44.44444444444444,83.33333333333333,60.0,66.66666666666667,13.33,15.945234333859926,56.38,54.96,179
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,0,0.0,33.333333333333336,0.0,66.66666666666667,100.0,23.33,27.77777777777778,50.0,36.67,33.333333333333336,71.67,8.162190626645604,19.93,32.74,1114
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,1,0.0,66.66666666666667,100.0,33.333333333333336,100.0,41.67,77.77777777777777,16.666666666666668,53.33,33.333333333333336,56.67,27.3407056345445,54.27,48.14,333
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,0,0.0,66.66666666666667,100.0,33.333333333333336,66.66666666666667,38.33,11.11111111111111,50.0,26.67,33.333333333333336,45.0,17.872564507635598,40.48,37.32,890
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,0,0.0,33.333333333333336,100.0,33.333333333333336,33.333333333333336,28.33,22.22222222222222,50.0,33.33,33.333333333333336,33.33,14.491837809373354,22.46,29.2,1266
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,1,0.0,33.333333333333336,100.0,0.0,100.0,31.67,11.11111111111111,50.0,26.67,66.66666666666667,48.33,52.26434965771459,47.57,35.55,969
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,1,0.0,66.66666666666667,0.0,100.0,66.66666666666667,30.0,22.22222222222222,33.333333333333336,26.67,66.66666666666667,81.67,51.35334386519221,63.87,42.16,603
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,0,0.0,100.0,66.66666666666667,66.66666666666667,66.66666666666667,43.33,16.666666666666668,50.0,30.0,33.333333333333336,60.0,21.937862032648763,58.78,45.48,433
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0,0,100.0,33.333333333333336,100.0,66.66666666666667,66.66666666666667,80.0,44.44444444444444,50.0,46.67,66.66666666666667,66.67,67.49341758820432,43.66,65.88,55
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,0,0.0,33.333333333333336,66.66666666666667,100.0,100.0,36.67,0.0,33.333333333333336,13.33,66.66666666666667,93.33,28.041074249605057,27.88,39.18,779
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,0,0.0,33.333333333333336,100.0,33.333333333333336,100.0,35.0,5.555555555555555,100.0,43.33,66.66666666666667,63.33,20.679304897314378,24.94,39.41,763
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,0,100.0,33.333333333333336,100.0,100.0,0.0,76.67,11.11111111111111,33.333333333333336,20.0,0.0,45.0,19.83149025803054,24.6,52.77,210
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,1,100.0,100.0,100.0,0.0,66.66666666666667,86.67,11.11111111111111,33.333333333333336,20.0,33.333333333333336,30.0,9.5260663507109,63.81,61.4,90
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,1,0.0,66.66666666666667,100.0,33.333333333333336,100.0,41.67,5.555555555555555,33.333333333333336,16.67,66.66666666666667,63.33,7.930489731437599,46.51,40.64,687
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,0,100.0,33.333333333333336,0.0,0.0,66.66666666666667,58.33,22.22222222222222,50.0,33.33,66.66666666666667,36.67,7.019483938915219,19.47,44.25,494
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,1,0.0,66.66666666666667,0.0,66.66666666666667,100.0,30.0,16.666666666666668,50.0,30.0,66.66666666666667,78.33,16.771985255397578,50.04,40.26,704
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,1,100.0,33.333333333333336,66.66666666666667,100.0,33.333333333333336,75.0,77.77777777777777,33.333333333333336,60.0,66.66666666666667,70.0,50.95313322801474,47.05,67.06,46
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,1,0.0,66.66666666666667,33.333333333333336,100.0,0.0,28.33,11.11111111111111,50.0,26.67,33.333333333333336,51.67,5.334386519220643,45.47,34.07,1040
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,0,0.0,66.66666666666667,100.0,100.0,33.333333333333336,41.67,0.0,33.333333333333336,13.33,66.66666666666667,70.0,6.872037914691943,36.08,39.41,763
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3,0,0.0,33.333333333333336,0.0,66.66666666666667,0.0,13.33,11.11111111111111,16.666666666666668,13.33,100.0,50.0,17.0984728804634,23.51,20.36,1444
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,0,0.0,66.66666666666667,0.0,66.66666666666667,33.333333333333336,23.33,11.11111111111111,33.333333333333336,20.0,66.66666666666667,55.0,13.53870458135861,38.75,29.73,1248
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,0,0.0,33.333333333333336,100.0,0.0,100.0,31.67,11.11111111111111,33.333333333333336,20.0,33.333333333333336,41.67,11.33754607688257,21.2,29.26,1263
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,0,0.0,66.66666666666667,33.333333333333336,33.333333333333336,100.0,31.67,44.44444444444444,50.0,46.67,66.66666666666667,63.33,29.04160084254871,44.95,41.41,645
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,100.0,25.0,11.11111111111111,50.0,26.67,66.66666666666667,63.33,9.95260663507109,20.65,30.43,1227
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,1,0.0,100.0,100.0,66.66666666666667,33.333333333333336,45.0,16.666666666666668,16.666666666666668,16.67,33.333333333333336,48.33,22.23275408109531,68.89,43.42,535
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,1,0.0,66.66666666666667,100.0,100.0,33.333333333333336,41.67,22.22222222222222,33.333333333333336,26.67,66.66666666666667,70.0,7.093206951026856,46.17,43.59,529
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,1,0.0,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,26.67,11.11111111111111,50.0,26.67,66.66666666666667,51.67,9.431279620853081,30.44,30.98,1204
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2,0,0.0,66.66666666666667,100.0,0.0,66.66666666666667,35.0,0.0,50.0,20.0,66.66666666666667,36.67,57.014218009478675,56.14,35.42,978
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,0,0.0,33.333333333333336,33.333333333333336,100.0,0.0,21.67,55.55555555555556,33.333333333333336,46.67,66.66666666666667,58.33,52.10110584518168,37.51,34.54,1022
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,0,0.0,66.66666666666667,100.0,66.66666666666667,33.333333333333336,38.33,22.22222222222222,50.0,33.33,66.66666666666667,55.0,10.34228541337546,37.47,39.7,741
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8,0,0.0,66.66666666666667,100.0,100.0,66.66666666666667,45.0,50.0,0.0,30.0,66.66666666666667,81.67,69.85781990521328,61.28,49.94,275
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,0,0.0,66.66666666666667,100.0,100.0,33.333333333333336,41.67,11.11111111111111,33.333333333333336,20.0,33.333333333333336,63.33,23.975776724591892,42.92,40.77,679
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,1,100.0,66.66666666666667,100.0,66.66666666666667,0.0,80.0,33.333333333333336,33.333333333333336,33.33,66.66666666666667,43.33,18.578199052132703,50.76,60.78,103
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,1,0.0,66.66666666666667,33.333333333333336,0.0,100.0,28.33,0.0,33.333333333333336,13.33,66.66666666666667,48.33,34.92890995260664,57.3,32.68,1117
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,0,0.0,66.66666666666667,0.0,0.0,100.0,23.33,33.333333333333336,50.0,40.0,66.66666666666667,48.33,89.07319641916799,68.96,37.26,893
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,0,0.0,33.333333333333336,100.0,100.0,66.66666666666667,38.33,22.22222222222222,33.333333333333336,26.67,66.66666666666667,81.67,22.090573986308584,25.5,40.58,691
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,1,0.0,66.66666666666667,33.333333333333336,100.0,66.66666666666667,35.0,16.666666666666668,66.66666666666667,36.67,100.0,88.33,6.677198525539758,46.0,44.98,450
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1,1,100.0,66.66666666666667,100.0,0.0,66.66666666666667,80.0,0.0,33.333333333333336,13.33,0.0,23.33,9.404949973670353,47.1,53.23,204
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,0,0.0,33.333333333333336,100.0,0.0,66.66666666666667,28.33,16.666666666666668,83.33333333333333,43.33,66.66666666666667,36.67,8.020010531858873,19.87,31.31,1181
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1,1,0.0,66.66666666666667,0.0,33.333333333333336,100.0,26.67,38.888888888888886,0.0,23.33,66.66666666666667,63.33,8.162190626645604,46.6,34.49,1025
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,0,0.0,66.66666666666667,100.0,0.0,33.333333333333336,31.67,11.11111111111111,50.0,26.67,66.66666666666667,25.0,20.5318588730911,41.55,31.15,1189
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0,1,0.0,33.333333333333336,100.0,100.0,100.0,41.67,0.0,50.0,20.0,33.333333333333336,86.67,7.21958925750395,29.55,42.27,594
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,0,100.0,66.66666666666667,33.333333333333336,0.0,66.66666666666667,70.0,0.0,33.333333333333336,13.33,100.0,43.33,19.778830963665087,41.24,50.35,263
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,0,0.0,33.333333333333336,66.66666666666667,66.66666666666667,100.0,33.33,11.11111111111111,50.0,26.67,33.333333333333336,71.67,5.450236966824645,18.85,35.58,967
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,0,0.0,66.66666666666667,100.0,100.0,0.0,38.33,0.0,50.0,20.0,33.333333333333336,51.67,8.867825171142707,36.88,36.45,930
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11,1,0.0,66.66666666666667,100.0,66.66666666666667,0.0,35.0,44.44444444444444,33.333333333333336,40.0,33.333333333333336,36.67,29.368088467614534,55.08,39.26,772
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2,1,0.0,33.333333333333336,100.0,100.0,0.0,31.67,11.11111111111111,50.0,26.67,33.333333333333336,51.67,12.032648762506582,31.48,33.64,1070
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,1,0.0,66.66666666666667,66.66666666666667,33.333333333333336,0.0,26.67,11.11111111111111,50.0,26.67,100.0,35.0,16.65086887835703,49.99,31.42,1178
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,1,0.0,0.0,100.0,33.333333333333336,66.66666666666667,25.0,38.888888888888886,16.666666666666668,30.0,33.333333333333336,45.0,9.315429173249079,13.73,27.31,1333
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,0,0.0,66.66666666666667,66.66666666666667,66.66666666666667,33.333333333333336,33.33,11.11111111111111,33.333333333333336,20.0,66.66666666666667,55.0,7.203791469194313,36.21,34.35,1031
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,1,100.0,66.66666666666667,0.0,100.0,100.0,78.33,11.11111111111111,33.333333333333336,20.0,0.0,80.0,7.345971563981043,46.27,62.11,82
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,0,0.0,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667,33.33,5.555555555555555,33.333333333333336,16.67,66.66666666666667,51.67,6.893101632438126,36.09,33.16,1096
